"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2012","-.325015369","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2012","-.972119224","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2012","-1.222667199","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2012","-.190486999","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2012","-.191984999","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2012","-1.791154901","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2012","1.542939421","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2012","1.604482569","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2012","1.11520528","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","29-Feb-2012","-1.719021912","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2012",".538863","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2011","-2.524247471","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2011",".547904702","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2011","2.487397866","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2011","1.810930183","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2011",".089448722","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2011",".865995515","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2011",".113629569","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2011","-.726861514","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2011",".43331538","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2011","-.108554181","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2011","-1.39933138","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2011",".334869722","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2010",".349764397","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2010","1.646520871","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2010","-2.223771959","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2010",".624829258","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2010",".853036246","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2010","-.267729338","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2010",".165349577","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2010","2.024227426","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2010","2.123132839","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2010","1.603844445","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2010","1.070384211","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2010","2.275360426","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2009","-.836609593","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2009",".378069112","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2009","-1.080270469","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2009","-1.031394863","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2009","-.161327125","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2009","-.094976192","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2009","-1.117254782","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2009","-2.679553492","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2009","-.778529863","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2009","-.533031619","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2009","2.587367134","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2009",".558422506","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2008","-.18073771","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2008","3.21462074","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2008","1.421997946","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2008","-.810377811","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2008","-1.159019301","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2008","-1.562496433","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2008","2.296398138","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2008","-3.666348802","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2008","1.069849758","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2008",".216435828","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","29-Feb-2008","-1.132419393","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2008","-1.13338372","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2007",".529121441","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2007","-2.321308653","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2007","-.664997998","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2007",".520510589","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2007","1.17919047","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2007",".023140515","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2007",".213000131","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2007",".444816872","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2007","-1.197713395","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2007","-.358861449","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2007",".443060078","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2007","-.208787767","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2006","-.688030267","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2006","-1.091908379","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2006",".228549419","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2006",".210347895","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2006",".303011781","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2006","1.32496058","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2006","1.259141159","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2006","-1.852309812","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2006","-.447705381","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2006","-.364868577","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2006",".374531263","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2006","-.451343986","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2005","-.973896156","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2005","1.96082867","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2005","1.915024891","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2005","-.356368291","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2005","-1.498108226","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2005","2.217242232","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2005","1.333256752","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2005","-.551440135","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2005","2.410830213","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2005",".431966556","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2005",".748743537","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2005","1.878303896","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2004","-2.422849463","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2004","-1.278949511","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2004","-.549171635","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2004","-.851393242","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2004",".302439604","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2004",".300024549","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2004",".026292611","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2004","1.20512758","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2004",".871366555","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2004","1.877565718","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","29-Feb-2004","-.84966462","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2004","-2.030017721","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2003","-.863325351","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2003",".994499582","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2003","-.348203293","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2003","-.574493616","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2003",".974479808","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2003","1.410972801","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2003","-.581516584","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2003","-2.756054903","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2003",".351208777","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2003",".039958408","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2003",".056391358","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2003","-1.556065582","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2002","-.888229341","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2002","-.043248855","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2002",".568176089","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2002",".211592701","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2002","1.396453349","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jul-2002","-.105510172","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Jun-2002","-.935926668","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-May-2002","-2.227486105","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Apr-2002","-.535044816","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Mar-2002",".788517237","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","28-Feb-2002","1.251384765","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Jan-2002",".593997018","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Dec-2001",".531908844","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Nov-2001","2.708536384","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Oct-2001","3.470930441","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","30-Sep-2001","-.66029316","Percent","Normal",""
"Nominal/Real Effective Exchange Rates Indices of Pak Rupees","TS_GP_ER_REERNEER_M.R00020","Change in REER","31-Aug-2001","-.747212937","Percent","Normal",""
